spend_id,marketing_tactic,spend_month,region,amount
b475dd5e-ce0a-472b-ab77-8eb29f5344f6,Tactic4,2023-10-01,US,5581.94
b37330a1-1693-4d10-9e7b-84ca33cd94e2,Tactic3,2023-01-01,UK,9441.46
4e7403e0-0a44-4c6b-aa29-b0cc14463ac6,Tactic2,2023-02-01,US,3122.09
7c09c985-09f8-44b7-9929-0330fdee0772,Tactic1,2023-08-01,France,3152.8
7f9e4bcf-c73d-41af-bc1c-34b984c6d66e,Tactic2,2023-11-01,UK,3549.3
e2f8dd1a-380f-4166-8632-3fb167e7786e,Tactic2,2023-06-01,France,3445.22
0e6f1ab5-da2f-4ae1-9913-9209a7b43974,Tactic4,2023-11-01,France,3348.14
bf116fde-82d1-4fa1-8e8f-7188c624322c,Tactic1,2023-09-01,US,5154.32
f536ce25-2f0a-4ba5-900e-b47c0eac3910,Tactic5,2023-04-01,Canada,1063.12
62eef215-07a2-4e88-9800-617fd3b6e2d5,Tactic5,2023-03-01,US,3831.82
981802ea-9155-4254-afe9-6a3d1de7fd23,Tactic1,2023-02-01,US,6596.56
54bed314-2918-4da7-ae0e-ad4b33096dde,Tactic2,2023-05-01,Canada,1391.62
05b4296a-fefc-4f4e-a3bb-12d413896a5a,Tactic1,2023-09-01,US,6739.91
05ed6b3f-bf7a-4b90-bb4e-f054d1fae6fb,Tactic2,2023-03-01,Canada,5001.96
44d90f0a-9f6a-4bd0-bec0-365836ee8a5b,Tactic3,2023-07-01,France,7382.21
200b9301-c374-4318-8a45-911dca1fd976,Tactic2,2023-06-01,Canada,8650.84
a0d6b2bd-40eb-409a-811b-5eedb51fdbbc,Tactic5,2023-03-01,US,3757.27
280392c0-7a6b-4e27-8dd9-f723f49c50ab,Tactic1,2023-07-01,France,6244.93
4c911b11-a0d5-4835-b27b-4431bcdaade6,Tactic1,2023-03-01,US,9917.08
285eaa28-9072-40bf-99cd-8a2626c269d0,Tactic2,2023-12-01,Canada,2589.32
0ef1aef5-ae53-45b5-8b1d-8eeb683e9828,Tactic3,2023-07-01,France,8039.52
16fea224-972c-4c05-a839-9bca420d20ce,Tactic1,2023-02-01,UK,4817.17
d9c28a7d-b148-4bd7-b09d-48b194f7dfe9,Tactic3,2023-10-01,UK,9481.39
ad734562-d54f-48b6-858c-283a1e403ea2,Tactic4,2023-09-01,US,5444.9
4f5dbc94-d7ca-46d6-834f-eaa5416c5443,Tactic2,2023-03-01,UK,8064.4
3d7e9fbb-eaea-4340-8873-28946530eb29,Tactic2,2023-09-01,UK,1051.95
f4ff0bab-9c5a-463d-8f20-1e50f775d1d2,Tactic3,2023-12-01,US,3323.9
3a4bb482-22b0-4332-bc31-6c907aaf5a51,Tactic1,2023-01-01,US,8494.96
d232a90d-e0a7-4a2b-923b-632d48ac55af,Tactic1,2023-07-01,France,3668.6
6ddfb653-2f85-4a8b-9f68-5cc45a302921,Tactic3,2023-05-01,US,7720.1
05c943b9-9b8c-4060-a411-01d2780919db,Tactic4,2023-12-01,UK,9356.41
a9ac9295-29cd-41bc-bd9f-1e0e335076ca,Tactic2,2023-07-01,Canada,9489.9
960c8c6b-f345-4fa9-80ee-edbfb1ed8ef7,Tactic2,2024-01-01,Canada,7005.02
aa6f4ad5-8e4c-4998-839a-ffcada5ebe1a,Tactic4,2023-04-01,UK,8983.25
8a6f2f98-7701-4441-b8a6-63000eff45bc,Tactic5,2023-04-01,UK,5551.85
63eb2900-98cc-4544-8c17-b86644ff206b,Tactic5,2023-02-01,UK,2315.14
a737b514-4798-4785-b4e6-f86a6d8d0e80,Tactic3,2023-04-01,Canada,2686.39
2e2910ac-4758-4c7f-bd1d-2ddce39ffd69,Tactic4,2023-12-01,France,1049.64
9da2118b-bb07-44c9-b79a-bc9f89760076,Tactic1,2023-10-01,US,5212.7
ff4bedcf-fb02-4833-966a-0e683b26e9c6,Tactic4,2023-10-01,UK,4099.88
c7044477-e328-4dbd-8559-5106686231e3,Tactic1,2023-12-01,Canada,4430.85
8851d089-eb95-4202-a7f9-f3bc194d13f5,Tactic5,2023-10-01,US,5904.32
6f20de90-e86d-44d8-8dfe-caeb86116f18,Tactic3,2023-05-01,UK,8667.47
835ec8a3-15ca-4727-a1b7-ab0948826314,Tactic5,2023-05-01,US,2509.04
bc6bb6a7-e9f3-4ddc-b06f-740b4cca0bef,Tactic2,2023-08-01,US,7884.45
55788bc5-ea3b-447b-937b-c385cefdf3d6,Tactic2,2023-09-01,Canada,8011.55
240e262b-4e04-400c-a6a0-3f3940132094,Tactic1,2023-01-01,France,8964.52
683c15c3-6f4d-4993-8557-4198c09a605a,Tactic3,2023-12-01,France,5835.78
21c639f3-a382-4519-b22a-101856bc9c6c,Tactic2,2023-11-01,US,1119.19
d5731c62-6139-4f60-85ff-9920cb10d79f,Tactic3,2023-02-01,France,8107.53
98fd72e6-d20b-4a39-8dd4-3cb181776a85,Tactic2,2023-03-01,UK,4993.48
93b4d55a-807f-4407-8e4e-8121483d2691,Tactic1,2023-01-01,US,5327.03
68ca25b8-28ab-4ae2-b647-319b06e88204,Tactic3,2023-04-01,France,9584.81
a5e4c0db-4821-4c9e-a64e-5f6258ad923f,Tactic4,2023-08-01,UK,9025.19
f185d4c5-5a85-4925-9b9f-cc89e7f1ac86,Tactic4,2023-11-01,US,1391.63
4ec67f96-7168-4cda-99a4-6bc53ba32030,Tactic5,2023-05-01,France,5524.83
3c7aee7e-d4c2-41ff-8026-b75441263914,Tactic3,2023-11-01,US,4645.52
9e0ea815-3626-4ac5-85ae-c37ef8a358c1,Tactic3,2023-07-01,France,8104.04
a3af95ec-f659-462e-8a66-b285b716cd6a,Tactic1,2023-11-01,Canada,2409.47
c4c88706-c136-4ab2-b7b9-e51ee275e34a,Tactic3,2023-12-01,Canada,6149.37
5659d7c7-2daa-4950-a570-4e3cd98739d2,Tactic4,2023-02-01,Canada,3733.45
9781a400-1230-467b-aa75-0658314f0059,Tactic5,2023-01-01,Canada,1816.5
40c00f9c-893c-41c1-b26e-effc85974a34,Tactic1,2023-10-01,France,3413.97
e26c8339-c642-49d9-a485-ca026fdfe3f1,Tactic1,2023-12-01,France,8691.19
c977a6cf-c978-4603-88fa-ddd149e4b149,Tactic3,2023-01-01,France,4968.09
e15b6840-7d8d-4765-b85c-af35b74f0977,Tactic1,2023-09-01,UK,2873.06
5fd280cf-dec4-42a2-8c44-c4fffbd603b8,Tactic1,2023-01-01,France,2522.05
e1929d89-399c-4f72-a830-516bf6f6eff3,Tactic2,2023-02-01,France,9501.7
79e63ba0-e700-4266-af19-ad1ae87a7681,Tactic5,2023-03-01,France,1553.31
1efcb4fa-1aca-47cf-b99a-1a3e370a2568,Tactic5,2023-03-01,UK,4780.6
4f64a381-6ce3-44fc-bb53-410be41ff367,Tactic4,2023-03-01,Canada,2108.55
66822409-9d7d-4124-8702-f1cfab5755c7,Tactic1,2023-07-01,France,2281.6
a2fedfb3-51bb-41e8-8465-71ac825b0493,Tactic4,2023-02-01,US,8233.3
798c81fc-0913-4ee0-abd6-76189f26eba0,Tactic2,2023-09-01,Canada,3548.48
1b21f2cc-aeab-4252-9404-6ccc43bbdb4c,Tactic4,2023-08-01,France,2728.88
0d39bb77-12bd-4c10-9d37-127dfe9e73b1,Tactic5,2023-07-01,UK,2615.46
50409e33-48c6-44e6-b67f-23e87d948012,Tactic3,2023-12-01,US,9825.72
81541ca8-7e1c-473d-a674-5f7267724a9d,Tactic4,2023-10-01,Canada,3489.84
3cde45c9-37ef-4f7f-ae55-c55e1c6185e7,Tactic2,2023-06-01,Canada,9228.5
d77631b0-e365-441d-92f4-9e38324872d9,Tactic2,2023-12-01,Canada,6248.35
