lead_id,tactic,enquiry_month,status,closed_date,customer_id,region
4f0e407e-47c5-4805-ad2b-1b7cdf2f8031,Tactic4,2023-06-01,Closed-won,2023-06-16,7bd80c3e-3768-454f-ad3a-4e894817cc02,France
29cdc037-bcd0-4015-81a8-0410fedfd31a,Tactic5,2023-04-01,Open,,,Canada
6e84d337-6d93-47ad-9d34-abeb008ba7a9,Tactic4,2023-05-01,Closed-won,2023-05-30,928b163b-e2cf-4998-a4f9-40ecff799733,France
7a222b61-ad80-457f-8b2e-715ec120c447,Tactic3,2023-09-01,Open,,,France
bfe5dd79-bffb-423b-9135-4dd42b77cc04,Tactic1,2023-11-01,Closed-won,2023-11-27,7a8c152f-9b74-48e5-b955-6415c70b3c80,France
452ca1f8-871a-46d1-b0ca-b3aa09db7951,Tactic1,2023-12-01,Open,,,US
5b9841fa-b19d-48ea-ba09-078241d848c8,Tactic3,2023-03-01,Open,,,UK
503473ad-7310-4c59-84a5-afd4649ac10e,Tactic3,2023-01-01,Open,,,US
2b322341-3fc4-4047-bb0d-23bd3d55b81f,Tactic5,2023-07-01,Closed-won,2023-07-13,75771c43-e5ee-4885-b839-ccbb9e2e594d,US
0ae1fac9-da33-40c1-ae3b-5511060e2949,Tactic5,2023-11-01,Closed-won,2023-11-29,93c71b9d-9452-4650-8093-76d4c9d56dd6,France
18d9edd6-8241-45c6-ba1c-e65eeff99f95,Tactic4,2023-08-01,Closed-won,2023-08-09,3814888d-ca5a-4758-86c5-6e8c17a4777a,France
37a77112-d0b2-44ab-9633-f1a6bd2e0bd8,Tactic5,2023-01-01,Closed-won,2023-01-08,42e805b4-a914-4c42-8f44-e8e8f63a775a,France
408e1c05-b5e2-4ab0-be10-9f8c7cc61edd,Tactic1,2023-06-01,Closed-won,2023-06-12,c0642bfb-662a-4b77-b1ff-586aefa2be23,France
14cc5afc-3b4d-483a-9894-3ef814307e73,Tactic2,2023-06-01,Open,,,France
c7d1394f-ea80-45a8-a909-a329b5d8428c,Tactic4,2023-08-01,Closed-won,2023-08-31,27968811-299f-4fb0-8091-ee4f83fc4a1a,UK
9cff9af8-fdf2-423b-8e28-118eb1a863ab,Tactic2,2023-05-01,Open,,,US
188921ab-94a9-4b7d-81cf-2e81f4c2a318,Tactic1,2023-09-01,Open,,,France
0346306f-6ae3-433a-8d3e-82e692eb9de2,Tactic5,2023-07-01,Closed-won,2023-07-29,5d72c612-2bf9-430f-a374-094fc0b73a58,France
dfe473f6-77d4-422a-a7b0-261d06e8c6a8,Tactic2,2023-08-01,Closed-won,2023-08-22,e67d6fac-ec8f-43ae-8399-011e2bd75a7f,France
8bbe7ffd-0b72-4bbd-90df-b373cf0f68c5,Tactic2,2023-08-01,Open,,,Canada
d75829e1-81c0-43bf-a50f-64ac258452d1,Tactic3,2023-10-01,Open,,,France
62387003-bf7a-4165-99e2-5251a3de4ac5,Tactic5,2023-07-01,Open,,,US
8e7cb325-eba3-45f0-b11c-81096a59eb26,Tactic3,2023-11-01,Open,,,US
e3132342-cf9d-4118-b478-047718d887a7,Tactic3,2023-08-01,Closed-won,2023-08-15,b0ae1b6c-529e-4b75-a7c6-7f6e5e6baffb,UK
4b2d386a-35e1-431c-8675-b9090342b2ae,Tactic1,2023-07-01,Open,,,US
0b667b98-0b59-4183-b590-d0e6e3daf333,Tactic4,2023-06-01,Open,,,France
c838fb42-3269-47ac-afa3-130623895f6c,Tactic5,2023-12-01,Closed-won,2023-12-23,1683bdb5-94b5-4ea9-9f8c-e254e4b122cb,France
b8778558-acf7-4704-88cb-3c86fd3eaf35,Tactic4,2023-12-01,Closed-won,2023-12-03,fef5e6ad-a1db-426e-86b7-4e72335462a1,Canada
9f55bf08-9b48-4aac-a7e4-458495636145,Tactic2,2023-03-01,Open,,,France
a7eb4a0d-d75f-4087-ae92-02cd041c59c0,Tactic3,2023-09-01,Closed-won,2023-09-28,aa43473a-59cb-4e9c-abcc-0ba72c070070,Canada
8b1f55da-214b-4c4c-be90-b26d58cbc533,Tactic4,2023-09-01,Open,,,Canada
bc4ca670-23ef-4bdc-a6ae-8904ce2c789b,Tactic4,2023-10-01,Open,,,UK
09c01ac8-a9ce-4e73-8b9a-047a4d9c3f73,Tactic1,2023-06-01,Open,,,Canada
3ffa9b8d-97a9-490f-91b6-eb6bf9b226aa,Tactic2,2023-07-01,Open,,,US
d6995931-8ad7-46e0-99da-4c9ef2b00c1d,Tactic4,2023-06-01,Closed-won,2023-06-24,59099e2a-47d6-4abd-b604-9754fb751880,US
fbddbf77-8879-4b74-beae-495a976b0100,Tactic3,2023-09-01,Closed-won,2023-09-12,ea1e41fc-c067-4d56-a76e-cc8041a9b7ec,US
06f438ce-d6e1-4e03-b5f4-666b650294d4,Tactic3,2023-07-01,Closed-won,2023-07-19,2d3c27da-79a0-4898-aebe-17785825bca9,UK
f0f4f5ac-9fa2-4f86-b163-8bbe411a9207,Tactic5,2023-03-01,Closed-won,2023-03-06,41732510-9458-4c52-a2b0-4342a6f0a134,UK
ec84df26-2233-4557-a7a8-309fcd047bee,Tactic5,2023-09-01,Closed-won,2023-09-19,d21317ce-3e6d-400a-a7a4-5e5113b133fa,Canada
217a3e13-39b5-4997-bccc-e1c0746341a0,Tactic4,2023-09-01,Open,,,US
a0fc3382-61fb-4239-96f8-9eb230f90952,Tactic2,2023-01-01,Closed-won,2023-01-24,b34c2bc2-7d92-4e81-a117-a7b9a502a61f,UK
4ee10573-aea5-4b69-b208-3b26d6bcc79d,Tactic1,2023-07-01,Closed-won,2023-07-15,5c002042-a4c0-458a-af3f-0dc7309e5702,UK
4f923ee6-4eaa-43c5-8fdc-f8c6308b7293,Tactic3,2023-10-01,Closed-won,2023-10-15,5dd3ac08-70dd-4f04-abb9-d741f7019249,France
534a56b9-4b44-4463-87e1-59addb95beac,Tactic2,2023-09-01,Open,,,UK
e60a4cc9-1859-4f46-9a69-e387c69b46c5,Tactic4,2023-02-01,Open,,,US
ccb758ab-1cc9-41d8-8144-c48435aa81d9,Tactic4,2023-06-01,Open,,,France
4d0c6a13-c738-4776-9770-7488cee5c60c,Tactic3,2023-01-01,Closed-won,2023-01-23,778b6bdd-b904-4440-bd61-ad14ea2c7568,France
6130bcbb-4ef7-4ec7-bf93-fde986bf6b77,Tactic4,2023-07-01,Closed-won,2023-07-19,de63cc8e-79ab-4487-829f-ba7d6589be80,US
95912f7e-a34a-4311-89ac-cebb3e512aa0,Tactic5,2023-05-01,Open,,,UK
4bdc1c0e-0a30-40b2-a4f4-89e652eac9bc,Tactic3,2023-05-01,Closed-won,2023-05-18,6a45d606-b093-4038-b506-b59560b55459,UK
569f12c9-37f6-4bff-9c7a-5d983c252786,Tactic3,2023-04-01,Closed-won,2023-04-06,bfddcf01-56c6-4b97-a42e-106db44a1a7d,Canada
1c399116-5cf9-4aa2-82fd-da9eff85d7e0,Tactic4,2023-09-01,Open,,,UK
359a369e-6b9a-4a60-91b9-851e6229c9d0,Tactic1,2023-04-01,Closed-won,2023-04-09,2a2cb430-32db-498d-8903-94ad9254a73f,UK
13bcb43d-b4a5-4667-a0ed-b96ce4008945,Tactic2,2023-03-01,Closed-won,2023-03-24,9370705b-da07-412e-88be-ef8264e7ba40,UK
8513691b-ed54-41cb-b167-d576396faeaf,Tactic1,2023-12-01,Open,,,Canada
f6588886-0f5b-4c6a-b231-3c059177da4b,Tactic2,2023-09-01,Open,,,US
b8e144d2-055a-4db8-808f-85914cce077f,Tactic5,2023-06-01,Closed-won,2023-06-15,c445930d-a907-401a-a8b8-e25bc3da3d19,UK
8f75dd5e-6951-4151-af0e-de1544296944,Tactic3,2023-05-01,Open,,,France
a76b2e10-3744-462f-95c2-15ca149f1afb,Tactic5,2023-02-01,Closed-won,2023-02-12,ca589d22-8452-4287-9ab0-cddb79487277,UK
6a7cd4ea-9f4f-4637-80d9-ab12d770d643,Tactic2,2023-06-01,Closed-won,2023-06-27,ad0c4b42-0aec-4eff-a47a-ca99aa436630,US
10c99791-3cad-44fe-bea3-b364bfc307c4,Tactic4,2023-06-01,Closed-won,2023-06-24,20d23d14-7e39-43c6-a7d3-882e3b322bf5,UK
9ca2ee69-7d21-47c3-9435-baae9b94f5ca,Tactic1,2023-09-01,Open,,,US
45a0ebc9-4912-4f53-a5dd-07f297b72582,Tactic2,2023-07-01,Closed-won,2023-07-09,364e0a49-5cdb-481f-ad47-6b7e89cff7a3,Canada
a06015f4-78c0-4c30-bab9-83c576e3a448,Tactic1,2023-09-01,Open,,,Canada
ba9833b7-08e5-42c5-a070-91d0553a8949,Tactic4,2023-09-01,Open,,,Canada
3d3dbcbb-6e58-4b81-85a1-557a2810fd22,Tactic3,2023-04-01,Open,,,UK
a6cf79d0-2559-41d2-b44e-283a5702759f,Tactic2,2023-03-01,Open,,,France
089ee8ed-30d4-4a9d-878e-c5f5a8640197,Tactic5,2023-09-01,Closed-won,2023-09-21,1fd6febb-bd47-4cfa-8146-293d852f43f8,US
4aa4b9dd-6a66-4726-bbce-d325d09f423d,Tactic2,2023-10-01,Open,,,France
9e3331ed-58d3-4160-8404-4b59669d45a8,Tactic4,2023-01-01,Closed-won,2023-01-17,99c7d831-cbf9-4ae9-b4f3-6571d0928f81,Canada
6b37bf49-4c9f-4df6-909b-a8b382c1cf4a,Tactic3,2023-05-01,Open,,,France
19c5a6f7-3c7d-4239-8456-91fbfda47948,Tactic3,2023-04-01,Closed-won,2023-04-25,453b6e36-591c-44f3-ae67-0cab1e43864b,France
78683538-76c1-48d8-8fdc-b61ed617dddc,Tactic1,2023-06-01,Open,,,UK
9421b7fc-63a4-4583-94ce-904d2cffcad8,Tactic1,2023-06-01,Closed-won,2023-06-14,079e3d1d-687b-4e93-aba1-3d0d79206c9b,Canada
ddf4bd23-07a6-4593-a674-b00a85f268d0,Tactic4,2023-08-01,Closed-won,2023-08-17,b8199875-2e87-4d4f-940d-def54e383628,UK
c7d92101-a0b1-424a-9107-e6f11b63aae8,Tactic3,2024-01-01,Closed-won,2024-01-26,187c6038-6592-4aa2-b0b1-51bd4c503911,US
b9d65ad8-ee2d-41db-a652-c9367ce8753a,Tactic1,2023-02-01,Open,,,US
5fcad101-6226-490a-bdee-83c7e7c536fb,Tactic5,2023-06-01,Open,,,UK
04c566b4-9997-4fec-9ddb-fa1391bdd131,Tactic1,2024-01-01,Closed-won,2024-01-05,de824b3f-29de-4374-90e6-28613cc8968b,US
841333fc-951f-4767-a597-4db2e901fa98,Tactic5,2023-06-01,Open,,,France
0c762569-ba36-44aa-affa-4b49d65d09eb,Tactic3,2023-10-01,Closed-won,2023-10-13,a8b775c5-267c-4f96-ab83-54fde7a4e0a9,Canada
16442fa4-4e82-4fe1-83e7-0c1a739ac45b,Tactic5,2023-12-01,Closed-won,2023-12-30,f2cc10ef-3344-43dc-a3c8-02f2aae57b39,US
5d386f7e-20c2-4f16-b4b4-d3085fd01ada,Tactic4,2023-07-01,Closed-won,2023-07-24,049aca12-b831-4819-854a-b8d36563272e,US
1c18daf9-56fc-454a-8f38-66a3c5630f78,Tactic5,2023-07-01,Open,,,Canada
819e8b47-b602-4741-84b3-1d611b12481b,Tactic3,2023-09-01,Closed-won,2023-09-03,ecb10834-bf98-4e01-9434-1c536393d209,UK
cbc98ea2-6335-4623-952a-ffa72dce2898,Tactic5,2023-07-01,Closed-won,2023-07-23,649d516f-fe9a-4797-b7ac-6056b8938fb4,US
00f54682-7ebe-4dcd-a4e6-925b7024449c,Tactic4,2023-05-01,Open,,,France
