spend_id,marketing_tactic,spend_month,region,amount
c6a24cfe-b373-4ae2-9dfd-99992c7f2a87,Tactic5,2023-07-01,Canada,1662.72
8d072e43-f4d9-4f76-b122-614cd9f06833,Tactic5,2023-03-01,France,6122.02
e839ebc5-2be5-4f2f-b05d-df1249459e4f,Tactic4,2023-04-01,US,6129.2
3cb66079-96b9-4f49-84be-d7d261ae9f51,Tactic2,2023-07-01,France,9475.46
d83bef59-3006-4799-b0ac-57105f15d02c,Tactic2,2023-10-01,Canada,9794.11
b4b3b264-f0bf-4ca1-b529-c62fe80777f6,Tactic5,2023-03-01,Canada,8018.4
ba9e4d55-630d-4634-bb5c-ec6a4f510ba2,Tactic2,2023-09-01,Canada,5253.06
da58bdc6-b2cf-4340-a49d-180d4c041d67,Tactic5,2023-01-01,France,1235.2
bb2f963e-fb7e-46c0-8eb8-8156e2d9c779,Tactic3,2023-11-01,UK,9695.23
80db3eaf-83ec-4e8d-8d0e-b221f99d91d8,Tactic1,2023-08-01,US,2350.85
2c3e6859-6669-40af-bc0d-aa022a5bc5e4,Tactic1,2023-01-01,US,3016.68
20d7626c-8d0e-4f9e-9bd7-0b592f1835fd,Tactic1,2023-02-01,Canada,7433.13
466cae92-5811-491d-b2be-0d35009f836d,Tactic1,2023-07-01,UK,3125.69
899f78f4-0c67-45f3-9f7a-551fae61aff1,Tactic3,2023-08-01,UK,6952.54
6d920baa-0cb6-4495-a7d6-21dd9f9ec09e,Tactic1,2023-09-01,Canada,6366.16
d9e89158-8230-4de0-b962-f79163b93704,Tactic1,2023-07-01,Canada,9522.19
7f7f79b4-6b1c-4fdd-bf26-ed62ab3f0332,Tactic5,2023-02-01,UK,6168.46
3d3b16bb-982a-4161-8b44-9cef6a87478d,Tactic4,2023-02-01,UK,3063.41
1d5b7fc6-c2f1-4a7d-beda-c32beaacb04a,Tactic5,2023-02-01,France,1847.29
ee45f026-332f-4896-a6e6-483be7eb4a3b,Tactic5,2023-05-01,US,8181.19
1b24ec9b-ec90-49e8-8733-ebb0fff2fcc8,Tactic2,2023-01-01,Canada,1592.78
8d3d129c-cc25-4685-b97a-bb99e08afcca,Tactic5,2023-05-01,Canada,4364.65
bf07c2b3-c367-4c35-b118-75398c801239,Tactic3,2023-07-01,UK,9981.71
f61f070b-fb48-4c55-ab50-68944024e09a,Tactic3,2023-04-01,US,4638.77
b78acc6d-3bae-4b15-8e88-57cd0f1f460f,Tactic3,2023-07-01,Canada,6018.47
3fd2e78c-fa69-4ab7-bb99-f82695b50ef6,Tactic2,2023-03-01,UK,1881.34
5b28123e-e24b-4191-bfb6-9ef8f207ca9e,Tactic3,2023-02-01,UK,3037.78
a3b9e46d-bf1e-4126-923c-7ba6c50620cb,Tactic3,2023-08-01,France,9196.75
160b64b6-d7ae-4bf3-b250-6fd57d93ed34,Tactic1,2023-03-01,Canada,9654.62
103c0cd3-267a-43c2-9f0b-32dd2d8c9c75,Tactic2,2023-04-01,US,1236.52
038854f8-5f2a-4fdc-9920-2962c6ffd689,Tactic1,2023-04-01,France,8644.95
51315628-ce65-40af-a6bc-4331e71dcebb,Tactic5,2023-04-01,UK,1008.99
f831f749-17f0-4b58-b667-dd4431e026df,Tactic2,2023-09-01,UK,5576.5
80774109-0d0a-4c9d-8d40-41433bb5b6ff,Tactic2,2023-09-01,Canada,8495.98
fe5e2195-939a-4f17-b19b-42f494e95082,Tactic1,2023-02-01,UK,9998.75
