lead_id,tactic,enquiry_month,status,closed_date,customer_id,region
cf9cea0b-4fca-4f25-aba0-4ee661a86c77,Tactic4,2023-02-01,Closed-won,2023-02-08,fa7a02f4-22ac-4e34-8569-f83a406558ea,Canada
2890a47c-675f-4404-8523-01993b79c9d8,Tactic3,2023-01-01,Closed-won,2023-01-08,c5c07f9a-9ece-4915-ba10-78a358380934,US
53f5b080-0b1b-46d6-8b10-7e72bb093aa6,Tactic5,2023-07-01,Open,,,UK
8d0821ee-384d-4322-a2fd-07ba8ff27195,Tactic2,2023-05-01,Open,,,UK
3d65c172-62c8-4fdc-8a69-f8359e53989e,Tactic5,2023-11-01,Open,,,France
a72765cd-f810-4674-a9d9-fe89fbbcfc92,Tactic3,2023-01-01,Closed-won,2023-01-13,c0a16647-86b6-4165-ad2f-c66fbdfbfebb,Canada
a16ae4c3-042e-476a-9fe7-6742cd6190a8,Tactic4,2023-10-01,Closed-won,2023-10-04,0694e1be-6515-42cd-80de-39bf14a563d5,UK
79eaa3eb-e7b7-4a5a-9dcf-e5b0cafa4e86,Tactic5,2023-07-01,Open,,,Canada
0dec9712-cfea-465e-867a-efd10b65394b,Tactic5,2023-03-01,Closed-won,2023-03-07,2e8f1698-d0d1-4413-9a47-5f40576c88a7,France
b0dedf06-fb87-4ff8-802c-fabb965bcb92,Tactic4,2023-04-01,Closed-won,2023-04-14,3ffa453c-0e65-49e2-8741-4133e3e68864,US
c3c19f4f-7240-47e9-8946-f6096dbe880b,Tactic2,2023-07-01,Closed-won,2023-07-26,328259b7-1678-489f-9f31-adf931dd0a0a,France
f8597ee8-cb0b-4000-ae89-448de1096c15,Tactic2,2023-10-01,Open,,,Canada
e79390af-1632-4a5a-a6be-8515f0ff7c00,Tactic5,2023-03-01,Closed-won,2023-03-20,61549f35-abad-44e5-b848-64cfdc935535,Canada
46df2433-79b8-4de5-b584-25b2e0f81498,Tactic2,2023-09-01,Closed-won,2023-09-02,78140a3e-1000-4772-bd56-4158378ce1b9,Canada
b91fbd92-de37-45e5-aa7e-74c0f5f664b9,Tactic5,2023-01-01,Closed-won,2023-01-10,92e54935-405c-449a-ab05-b8fbae3a1596,France
42f5ce00-49b9-4648-b397-12ffefa42500,Tactic3,2023-11-01,Closed-won,2023-11-13,96924056-cd6c-4265-8fb9-781393c9a095,UK
29c23ce6-40a0-4418-85d7-077bb9529274,Tactic1,2023-08-01,Open,,,US
f0875517-9322-49d2-869e-369f3a6eb584,Tactic1,2023-01-01,Closed-won,2023-01-04,5ba28bfc-5355-46ed-9f58-9e4a7c84746c,US
08221584-14b7-485e-9952-3cca240b8643,Tactic1,2023-02-01,Closed-won,2023-02-09,1aa2edf9-508d-4451-9707-c3a3fb8be37d,Canada
40035022-1fb1-4370-a4d9-c4814171a400,Tactic1,2023-07-01,Open,,,UK
375ee18e-6c84-4c6d-8356-691f55d0fb98,Tactic3,2023-08-01,Open,,,UK
0a588328-b84d-4a2c-872e-2f70d1ea4bc6,Tactic1,2023-09-01,Closed-won,2023-09-05,632b9cdd-9256-4fa8-b847-6bb64fd78a63,Canada
9ce4954f-b631-43bf-bdaf-48420d56c4cc,Tactic1,2023-07-01,Closed-won,2023-07-06,b5fcc92f-f34f-43ab-b8a7-5a425c2c5bb4,Canada
fc93482e-01e7-44d0-8de0-65357451f836,Tactic5,2023-02-01,Open,,,UK
34b0f04f-85d6-499b-a2e8-9541f15f085c,Tactic4,2023-02-01,Open,,,UK
348c413a-d97c-46a7-be30-def0bf18a81d,Tactic5,2023-02-01,Closed-won,2023-02-03,79e22f16-1047-4203-beb6-16d340a7b676,France
14f985a6-c8ef-442d-9f6c-9e788d26c108,Tactic5,2023-05-01,Closed-won,2023-05-08,9567a352-bd12-4432-91aa-314e686867df,US
e7043206-cc4d-40a2-9550-fd3feaf2edca,Tactic2,2023-01-01,Closed-won,2023-01-04,02b78dc2-dc8e-474b-9350-146fee318313,Canada
55dc4b3e-6b53-4301-9858-83b1e0e4a20c,Tactic5,2023-05-01,Closed-won,2023-05-21,11283370-1ca1-4781-9dbd-5cfc56e3788f,Canada
566ada76-2135-434a-9150-068b583c7a4b,Tactic3,2023-07-01,Closed-won,2023-07-19,b8575063-d516-4638-8972-016aef5627c1,UK
eeedbb96-0fd1-4966-930e-33819f82eced,Tactic3,2023-04-01,Open,,,US
8ee3e064-f38c-4851-9b97-225e466c7a1e,Tactic3,2023-07-01,Open,,,Canada
8cade768-0f96-46af-b44b-6b6e68ee83fa,Tactic2,2023-03-01,Closed-won,2023-03-13,d7f9197b-547f-49c2-9ae7-f4eed15f9d73,UK
8e4e18e6-9fab-489e-bcea-55ae465618e7,Tactic3,2023-02-01,Open,,,UK
582ed806-d089-4ca7-ae73-ca7840b60349,Tactic3,2023-08-01,Open,,,France
2d56d90d-b520-4dfa-9100-57b079ea55ca,Tactic1,2023-03-01,Open,,,Canada
144a71d3-a0d3-4e50-aa48-1f235a308f18,Tactic2,2023-04-01,Open,,,US
4edadabb-f29d-4923-a352-9efb8d261f0b,Tactic1,2023-04-01,Open,,,France
4051e642-f9b9-4158-b0d5-a1c839e41cae,Tactic5,2023-04-01,Open,,,UK
0d147c73-96d3-4c9f-9977-0d24cc309d67,Tactic2,2023-09-01,Closed-won,2023-09-10,a78cf658-0165-4aa9-87ee-4129b155f2bf,UK
6f93dfac-ce31-4fcf-8214-43f6125e2bd7,Tactic2,2023-09-01,Closed-won,2023-09-23,0d357902-dd85-4018-b8f9-f99f4dda7f67,Canada
26d5c37b-a4a4-43af-86dc-48a1c19a521b,Tactic1,2023-02-01,Closed-won,2023-02-24,f5357da6-9f90-41ec-912d-b8106d1b628d,UK
